"DScore","WLoc","NumOT","Poss","Pace","Conf_Tour","DFGM","DFGA","DFGM3","DFGA3","DFTM","DFTA","DOR","DDR","DAst","DTO","DStl","DBlk","DPF","DFG.P","DFG3.P","DFT.P","DEFG.P","DTO.P","DOR.P","DDR.P","DFT.R","DORtg","DDRtg","DFTA.R","D3PA.R","DTS.P"
3,"H",0,68.55,68.55,0,-2,2,4,15,3,-2,8,5,-6,8,-5,3,-3,-0.04834676298972,-0.055555555555556,0.232198142414861,-0.0175048624617951,0.078874840121799,0.196969696969697,0.196969696969697,0.044178938594054,4.376367614879,-4.376367614879,-0.043345373714921,0.235898860794665,0.0136709654790159
18,"H",0,70.225,70.225,0,7,-2,-2,-5,6,6,-2,7,10,-2,0,7,-7,0.124495967741935,-0.01,0.107142857142857,0.110635080645161,-0.023450949882309,-0.00216450216450201,-0.00216450216450192,0.099798387096774,25.6318974724102,-25.6318974724102,0.100806451612903,-0.06804435483871,0.125529866988078
9,"H",0,63.05,63.05,0,2,-18,6,5,-1,2,-13,5,3,4,-5,10,-1,0.114270528833378,0.183229813664596,-0.145510835913313,0.18044113739038,0.0710699431137815,-0.139097744360903,-0.139097744360903,0.052883337762423,14.274385408406,-14.274385408406,0.119053946319426,0.204358224820622,0.161197277621654
3,"A",0,70.8125,70.8125,0,-1,-20,0,-6,5,1,-16,4,2,3,-5,3,-6,0.146367521367521,0.119318181818182,0.238562091503267,0.165064102564102,0.0690373477519,-0.272727272727273,-0.272727272727273,0.16025641025641,4.23654015887,-4.23654015887,0.110042735042735,0.00213675213675196,0.187865783342567
9,"A",0,61.8375,61.8375,0,-2,-8,8,8,5,5,-1,3,2,5,-4,-4,-5,0.030791263873971,0.193939393939394,0.075187969924812,0.121016827783745,0.0741574645981653,-0.00196078431372598,-0.00196078431372604,0.130683852488364,14.554275318375,-14.554275318375,0.142141066953097,0.226279985678482,0.127812828192198
4,"H",0,60.675,60.675,0,1,-11,-3,-12,5,10,-5,5,2,3,1,-2,-6,0.093939393939394,0.026785714285714,-0.138888888888889,0.078787878787879,0.04555037004661,-0.017618040873855,-0.017618040873855,0.109090909090909,6.592501030078,-6.592501030078,0.206060606060606,-0.133333333333333,0.076559079667884
8,"A",0,63.525,63.525,0,2,5,2,6,2,4,6,5,3,0,-1,0,3,-0.00363636363636399,0.016842105263158,-0.00560224089635808,0.01,-0.014432010712138,0.161904761904762,0.161904761904762,0.02,12.5934671389218,-12.5934671389218,0.041818181818182,0.074545454545455,0.00853336584139397
11,"H",0,60.525,60.525,0,-1,-2,2,10,11,6,-2,1,6,-5,5,5,-4,-0.00284900284900297,-0.027777777777778,0.397727272727273,0.017094017094018,-0.062371580885941,-0.03030303030303,-0.0303030303030301,0.215811965811966,18.1743081371334,-18.1743081371334,0.126780626780627,0.198005698005698,0.082104644754765
2,"H",0,67.2125,67.2125,0,-4,6,-1,6,11,11,6,-7,-6,-8,7,3,-7,-0.120714285714286,-0.120204603580563,0.127314814814815,-0.135,-0.111469397454725,0.067073170731707,0.067073170731707,0.172857142857143,2.97563697228939,-2.97563697228939,0.162142857142857,0.070714285714286,-0.073247114259192
16,"H",0,73.475,73.475,0,1,-3,9,13,5,4,-6,1,11,-4,-1,6,-5,0.041692789968652,0.238486842105263,0.11670480549199,0.124451410658307,-0.039857111190683,-0.137019230769231,-0.137019230769231,0.101253918495298,21.7761143246007,-21.7761143246007,0.090595611285266,0.25423197492163,0.129191828280218
14,"H",0,63.5375,63.5375,0,3,-5,1,5,7,7,1,10,4,1,-2,-1,1,0.096359070935342,-0.054590570719603,0.233333333333333,0.116603892027621,0.016203256905432,0.092941176470588,0.092941176470588,0.134337727558066,22.034231752902,-22.034231752902,0.137476459510358,0.133396107972379,0.133024252286552
13,"H",0,62.1625,62.1625,0,1,3,2,4,9,17,8,0,2,-3,4,4,-3,-0.00487329434697897,0.0625,-0.108333333333333,0.01120857699805,-0.052901643810735,0.130081300813008,0.130081300813008,0.147173489278752,20.9129298210335,-20.9129298210335,0.283625730994152,0.05458089668616,0.014742620192716
15,"H",0,61.05,61.05,0,-2,-25,6,-2,13,12,-12,11,6,6,-2,6,-3,0.150136798905609,0.284090909090909,0.375,0.232729138166895,0.105571820760482,-0.171851851851852,-0.171851851851852,0.336525307797537,24.5700245700242,-24.5700245700242,0.381668946648427,0.158686730506156,0.265434192672999
18,"A",0,59.6,59.6,0,14,15,3,0,-13,-12,2,0,11,-9,5,0,3,0.119337979094077,0.15,-0.263636363636364,0.119991289198606,-0.138018578577404,0.06060606060606,0.06060606060606,-0.356271777003484,30.20134228188,-30.20134228188,-0.35801393728223,-0.130662020905923,0.048470887473155
14,"H",0,69.4125,69.4125,0,2,-3,6,6,4,7,-5,-3,7,-8,9,-2,-5,0.066037735849057,0.209523809523809,-0.0529411764705879,0.12466307277628,-0.083193304998188,-0.159642401021712,-0.159642401021712,0.082547169811321,20.1692778678197,-20.1692778678197,0.142183288409703,0.128369272237197,0.111678786623072
2,"A",0,70.625,70.625,0,1,15,-3,-5,3,-2,13,-1,2,-3,-1,2,2,-0.059740259740259,-0.109625668449198,0.267857142857143,-0.090909090909091,-0.059801468554329,0.18669623059867,0.18669623059867,0.01948051948052,2.83185840707969,-2.83185840707969,-0.090909090909091,-0.157142857142857,-0.058692784304409
10,"A",0,64,64,0,8,10,0,6,-6,-4,6,3,2,-3,0,1,2,0.085016835016835,-0.064285714285714,-0.161616161616162,0.078703703703704,-0.056116020020478,0.152678571428571,0.152678571428571,-0.182659932659932,15.625,-15.625,-0.166666666666667,0.052188552188552,0.02047948418125
30,"H",0,62.7875,62.7875,0,11,0,6,2,2,-3,-8,6,3,-6,2,1,-2,0.186440677966102,0.197802197802198,0.214705882352941,0.23728813559322,-0.0696442723675506,-0.085004009623095,-0.0850040096230951,0.033898305084745,47.7802110292657,-47.7802110292657,-0.050847457627119,0.033898305084746,0.233089661589189
29,"A",0,60.6,60.6,0,15,-5,3,-7,-4,-8,-5,17,6,0,2,-4,5,0.336356764928194,0.342105263157895,0.1,0.369803476946334,0.020622283038414,0.09047619047619,0.09047619047619,-0.057067271352986,47.8547854785478,-47.8547854785478,-0.125472411186697,-0.106953892668179,0.325886366580777
8,"A",0,73.55,73.55,0,-1,-14,1,-7,9,12,-2,9,3,4,-1,2,-2,0.072984749455338,0.113289760348583,0.0416666666666661,0.101307189542484,0.058019630034483,0.011180124223603,0.0111801242236029,0.197167755991286,10.8769544527529,-10.8769544527529,0.26797385620915,0,0.117988041444155
3,"H",0,54.4125,54.4125,0,1,7,4,7,-3,-3,8,1,-2,1,-1,-2,7,-0.037606837606837,0.095238095238095,-0.1,-0.005128205128205,0.00155937997432098,0.192857142857142,0.192857142857142,-0.084615384615385,5.513439007581,-5.513439007581,-0.102564102564102,0.092735042735043,-0.0212710247746341
26,"H",0,65.9375,65.9375,0,9,3,7,8,1,3,5,9,5,0,4,1,-5,0.142641509433962,0.165217391304348,-0.103896103896104,0.205283018867924,-0.010287196354523,0.217391304347826,0.217391304347826,0.008679245283019,39.4312796208535,-39.4312796208535,0.044150943396226,0.133962264150943,0.175624597537241
30,"A",0,75.375,75.375,0,14,-3,5,4,-3,-4,-2,17,8,2,3,3,3,0.242571721311475,0.217171717171717,-0.00161030595813205,0.283939549180328,0.027891489233886,0.105477855477856,0.105477855477856,-0.033811475409836,39.8009950248754,-39.8009950248754,-0.044825819672131,0.079405737704918,0.232936897220355
8,"H",0,71.8125,71.8125,0,1,0,-6,-17,12,13,7,6,-3,0,-1,0,-11,0.017543859649122,0.092592592592593,0.056818181818182,-0.0350877192982459,-0.012333494506918,0.229885057471264,0.229885057471264,0.210526315789474,11.140121845083,-11.140121845083,0.228070175438596,-0.298245614035088,0.003348064818535
10,"A",0,66.2375,66.2375,0,5,-5,-5,-15,5,3,2,13,4,4,-2,-2,-2,0.125757575757576,0,0.141148325358852,0.0886363636363641,0.0524613637485801,0.147154471544716,0.147154471544716,0.109090909090909,15.097188148708,-15.097188148708,0.083333333333333,-0.222727272727273,0.10369522673249
25,"A",0,65.125,65.125,0,13,2,-2,-9,1,-6,1,11,10,1,1,-1,3,0.21786283891547,0.06390977443609,0.333333333333333,0.197129186602871,0.013715976238882,0.075,0.075,0.011802232854864,38.3877159309017,-38.3877159309017,-0.116746411483253,-0.175757575757576,0.204801754762416
5,"H",0,71.35,71.35,0,-3,-3,-7,-14,18,20,-2,-4,-8,-7,-3,3,-13,-0.0282131661442001,-0.079545454545455,0.1875,-0.087147335423197,-0.082354403629809,-0.076797385620915,-0.076797385620915,0.335736677115988,7.00770847932699,-7.00770847932699,0.378683385579938,-0.233855799373041,-0.0168613206589769
1,"H",0,71.125,71.125,0,2,3,3,2,-6,-8,4,4,0,3,-3,1,3,0.01031746031746,0.109730848861284,-0.047846889952153,0.032142857142857,0.029750032645657,0.114285714285714,0.114285714285714,-0.105555555555556,1.40597539543,-1.40597539543,-0.142063492063492,0.015079365079365,0.013444340496703
15,"A",0,66.05,66.05,0,2,-2,1,5,10,8,1,6,1,-2,4,1,1,0.057623049219688,-0.061497326203209,0.246753246753247,0.071028411364545,-0.026960454500773,0.065972222222222,0.065972222222222,0.210484193677471,22.7100681302047,-22.7100681302047,0.174469787915166,0.115646258503402,0.110925752616679
21,"H",0,64.875,64.875,0,7,4,4,8,3,-4,-1,6,7,-1,-2,4,3,0.109351806036616,0.025974025974026,0.220611916264091,0.145967342899554,-0.017746945459599,0.03768115942029,0.0376811594202899,0.036120732310737,32.369942196532,-32.369942196532,-0.138545274616526,0.142503711034142,0.161786333262528
8,"H",0,68.575,68.575,0,3,-7,3,0,-1,-4,-4,7,3,4,1,1,0,0.101759530791789,0.085714285714286,0.129824561403509,0.141348973607038,0.060950573717736,-0.044546850998464,-0.044546850998464,0.010557184750733,11.666059059424,-11.666059059424,-0.033724340175953,0.071847507331378,0.136999398715419
16,"H",0,66.1,66.1,0,3,14,3,15,7,8,8,-2,2,-11,7,5,-2,-0.060606060606061,-0.107142857142857,0.083333333333333,-0.056235431235432,-0.154606333008099,0.134394341290893,0.134394341290893,0.073426573426573,24.205748865355,-24.205748865355,0.072261072261072,0.145687645687645,-0.035006370011592
3,"A",0,72.875,72.875,0,6,14,7,9,-16,-24,-3,-10,4,-3,3,-11,10,0.020553359683795,0.297619047619048,0.0665280665280661,0.069433465085639,-0.035119242419113,-0.127127659574468,-0.127127659574468,-0.327799736495389,4.1166380789023,-4.1166380789023,-0.484321475625824,0.086166007905139,0.00494196513107903
13,"H",0,67.55,67.55,0,3,-13,0,-12,7,18,-5,8,0,-2,-1,2,-13,0.138412698412698,0.148148148148148,-0.185185185185186,0.148730158730159,-0.011648250030614,-0.049436795994994,-0.0494367959949931,0.164761904761905,19.2450037009623,-19.2450037009623,0.397142857142857,-0.128571428571429,0.129257256543196
1,"A",0,62.4125,62.4125,0,2,7,1,8,-4,-9,5,3,-1,0,1,2,4,-0.026315789473684,-0.118840579710145,0.166666666666667,-0.0261403508771929,-0.00789445880220199,0.1375,0.1375,-0.09719298245614,1.602243140396,-1.602243140396,-0.202105263157895,0.103508771929825,-0.017664760475256
23,"H",0,62.7,62.7,0,11,3,3,-6,-2,-4,-4,4,10,-5,4,6,-2,0.179020979020979,0.258947368421053,0.028571428571429,0.202097902097902,-0.063992540736552,-0.071957671957672,-0.071957671957672,-0.044755244755245,36.6826156299845,-36.6826156299845,-0.087412587412587,-0.135314685314686,0.183679511462581
1,"A",0,65.925,65.925,0,-1,-7,1,-1,2,6,-5,-2,-1,0,-2,-1,-1,0.04140350877193,0.064285714285714,-0.119230769230769,0.058771929824561,0.00744745784328901,-0.132827324478179,-0.132827324478178,0.081754385964912,1.516875237012,-1.516875237012,0.169122807017544,0.031578947368421,0.044552037672368
34,"H",0,62.225,62.225,0,18,19,9,16,-11,-14,0,2,15,-13,7,-1,4,0.197674418604651,0.225589225589225,-0.027777777777778,0.263128282070518,-0.18308194935846,0.017595307917888,0.017595307917888,-0.277194298574644,54.6404178384897,-54.6404178384897,-0.354088522130533,0.17966991747937,0.187307702232362
12,"H",0,70.45,70.45,0,4,-8,-3,-13,7,12,-4,5,-5,-4,0,4,-5,0.14751163623344,0.121212121212122,-0.098214285714286,0.128356605800215,-0.040757161742138,-0.0945054945054941,-0.0945054945054941,0.180093089867526,17.0333569907734,-17.0333569907734,0.290726817042606,-0.19656283566058,0.11545304106267
3,"H",0,72.4625,72.4625,0,2,-6,0,-10,-1,1,-8,0,17,-6,4,0,-2,0.076858813700919,0.122549019607843,-0.151515151515151,0.085213032581454,-0.057235100931284,-0.205128205128205,-0.205128205128205,-0.00250626566416098,4.1400724512679,-4.1400724512679,0.035923141186299,-0.118629908103593,0.0684829432587429
2,"H",0,65.4875,65.4875,0,1,-10,-7,-13,7,13,-2,6,0,3,-4,6,-7,0.093539054966249,-0.157142857142857,-0.352941176470588,0.040983606557377,0.042838565506622,0.020503261882573,0.020503261882573,0.150112504018001,3.0540179423554,-3.0540179423554,0.26775956284153,-0.164898746383799,0.047809129484965
9,"A",0,68.325,68.325,0,1,-20,2,-6,5,8,-14,7,5,1,3,0,-2,0.236111111111111,0.323886639676113,-0.02945301542777,0.298611111111111,0.061591144649048,-0.335913312693498,-0.335913312693498,0.307539682539682,13.1723380900112,-13.1723380900112,0.450396825396825,0.021825396825397,0.246191154667482
8,"H",0,64.575,64.575,0,-2,-8,6,9,6,6,-1,4,2,4,-4,2,-7,0.035714285714286,0.146853146853147,0.171428571428571,0.104166666666667,0.058558263568536,0.011156186612576,0.011156186612576,0.142857142857143,12.3886953155245,-12.3886953155245,0.166666666666667,0.226190476190476,0.1138832020542
1,"A",0,64.625,64.625,0,-5,-5,3,10,8,4,-1,0,-7,1,0,2,0,-0.042307692307692,-0.010752688172043,0.343891402714933,-0.012820512820513,0.016541802736334,-0.013492063492064,-0.013492063492064,0.142307692307692,1.547388781431,-1.547388781431,0.083333333333333,0.193589743589744,0.032297174248789
1,"H",0,67.075,67.075,0,7,6,0,-3,-13,-14,2,5,6,2,-3,2,5,0.074074074074074,0.059523809523809,-0.075,0.0625,0.024596902514055,0.107142857142857,0.107142857142857,-0.289351851851852,1.490868430861,-1.490868430861,-0.314814814814815,-0.111111111111111,0.015867898846622
9,"A",0,66.2875,66.2875,0,8,-11,-3,-15,-4,-1,-13,2,6,-1,-2,0,-3,0.259887005649718,0.145161290322581,-0.175438596491228,0.25,0.011321285379404,-0.351351351351351,-0.351351351351351,-0.021186440677966,13.57722044126,-13.57722044126,0.052966101694915,-0.192090395480226,0.1914376540845
21,"A",0,64.175,64.175,0,11,11,6,9,-7,-10,2,1,10,-3,4,1,4,0.110805860805861,0.1275,-0.180555555555556,0.150030525030525,-0.047678329028488,0.048412698412699,0.048412698412699,-0.144688644688644,32.7230229840281,-32.7230229840281,-0.219169719169719,0.089133089133089,0.116237384850447
28,"H",0,68.8125,68.8125,0,7,6,3,9,11,15,5,1,7,-6,6,0,-3,0.077777777777778,-0.037267080745342,-0.1,0.097222222222223,-0.091859673024523,0.115479115479115,0.115479115479115,0.166666666666666,40.690281562216,-40.690281562216,0.231481481481482,0.124074074074074,0.106197964847364
24,"A",0,68.525,68.525,0,8,-5,1,-2,7,12,-4,6,6,-8,6,-1,1,0.207037643207856,0.107142857142857,-0.089230769230769,0.219721767594108,-0.083669701133631,-0.057142857142857,-0.0571428571428571,0.169394435351882,35.0237139730029,-35.0237139730029,0.281914893617021,-0.013911620294599,0.198916622643627
27,"H",0,65.3625,65.3625,0,12,8,10,10,-7,-5,-4,-3,14,-12,14,1,5,0.150216018610834,0.476190476190476,-0.26068376068376,0.234961781322699,-0.146238051010604,-0.113636363636364,-0.113636363636364,-0.153207045530077,41.3080895008604,-41.3080895008604,-0.132602193419741,0.140245928880027,0.168728061149067
6,"H",0,65.875,65.875,0,0,1,3,10,3,0,-6,-7,-1,-7,-2,2,-6,-0.00901960784313705,0.013333333333333,0.12,0.0196078431372551,-0.075337837837838,-0.202620967741935,-0.202620967741935,0.052941176470588,9.1081593927898,-9.1081593927898,-0.00980392156862703,0.190196078431373,0.039359800791213
14,"H",0,68.2625,68.2625,0,7,6,5,0,-5,-9,3,6,1,-1,-4,-3,-3,0.077777777777778,0.277777777777778,0.066666666666666,0.114814814814815,-0.014940415497089,0.109697933227345,0.109697933227345,-0.112962962962963,20.5090642739428,-20.5090642739428,-0.194444444444444,-0.033333333333333,0.091905420873695
10,"H",0,61.25,61.25,0,2,1,3,0,3,2,3,4,3,1,1,4,1,0.025706214689265,0.107142857142857,0.171717171717171,0.049293785310735,0.009145585506797,0.09982174688057,0.099821746880571,0.0485875706214686,16.326530612245,-16.326530612245,0.030790960451977,-0.00790960451977402,0.060356977844222
21,"H",0,64.65,64.65,0,12,-4,-2,-17,-1,-4,-4,13,10,2,1,5,-1,0.268001540238737,0.204545454545455,0.125,0.252984212552946,0.038602681637507,0.029347826086957,0.029347826086957,-0.00500577589526399,32.4825986078885,-32.4825986078885,-0.056988833269157,-0.303812090874086,0.233783433187925
14,"A",0,67.625,67.625,0,4,-4,-2,2,8,10,1,7,6,-2,1,2,-8,0.088243206887274,-0.083333333333333,0.05,0.075060532687651,-0.022097633659115,0.066666666666666,0.066666666666666,0.143126177024482,20.7024029574861,-20.7024029574861,0.180252892117299,0.064030131826742,0.097987987179142
2,"A",0,70.4125,70.4125,0,6,16,4,8,-14,-13,1,-10,-2,-7,3,0,7,-0.0398514015535291,0.103896103896104,-0.421428571428571,-0.016210739614995,-0.100322170597002,-0.045555555555556,-0.045555555555556,-0.314083080040526,2.8404047576781,-2.8404047576781,-0.314420803782506,0.051334008780817,-0.0766872700465999
25,"H",0,64.5125,64.5125,0,13,7,9,7,-10,-13,0,8,17,-1,0,0,3,0.174863387978142,0.25268817204301,-0.083333333333333,0.244383727990286,-0.014732358366322,0.03970223325062,0.0397022332506201,-0.18943533697632,38.7521798101142,-38.7521798101142,-0.247115968427443,0.063752276867031,0.194662166027805
7,"H",0,69.4625,69.4625,0,-1,-3,4,2,5,9,-12,-13,0,-12,7,4,-7,0.00584795321637399,0.166666666666667,-0.0185185185185189,0.045808966861598,-0.125105528171609,-0.33933933933934,-0.33933933933934,0.109161793372319,10.077379881231,-10.077379881231,0.192982456140351,0.054580896686159,0.039852494406601
6,"A",0,61.65,61.65,0,8,3,-3,0,-7,-6,5,6,-3,4,-1,3,2,0.12466307277628,-0.136363636363637,-0.18716577540107,0.093834231805929,0.049383600255062,0.156862745098039,0.156862745098039,-0.139150943396226,9.73236009732321,-9.73236009732321,-0.124326145552561,-0.022237196765499,0.047836277582118
10,"H",0,74.4875,74.4875,0,6,1,0,-1,-2,3,-7,-6,-3,-12,7,4,-3,0.109351432880845,0.014285714285714,-0.140086206896552,0.108220211161388,-0.127886240204879,-0.192063492063492,-0.192063492063492,-0.047511312217195,13.4250713206914,-13.4250713206914,0.046757164404223,-0.027149321266968,0.057134586756355
10,"H",0,71.95,71.95,0,8,3,1,7,-7,-6,-2,2,6,-2,0,5,0,0.105339105339106,-0.089673913043478,-0.115789473684211,0.11038961038961,-0.020137690008,-0.011924119241193,-0.011924119241193,-0.12049062049062,13.898540653231,-13.898540653231,-0.108946608946609,0.094516594516595,0.065696520747954
3,"A",0,68.3125,68.3125,0,3,4,-5,0,2,-3,3,4,-5,-1,-1,2,-1,0.02,-0.25,0.203947368421053,-0.033703703703704,-0.017904848358456,0.106451612903226,0.106451612903226,0.025185185185185,4.39158279963421,-4.39158279963421,-0.083703703703704,-0.02962962962963,0.000979801646892042
1,"A",0,79.6375,79.6375,0,3,-6,0,-10,-5,-1,-6,0,-8,-2,1,-1,-3,0.075119236883943,0.117521367521367,-0.171666666666667,0.081677265500795,-0.0162497138218827,-0.112820512820513,-0.112820512820513,-0.047297297297297,1.25568984460899,-1.25568984460899,0.01510333863275,-0.104133545310016,0.046656327111268
35,"A",0,67.175,67.175,0,18,19,4,8,-5,-12,2,2,6,-9,6,4,7,0.196278511404562,0.11965811965812,0.18796992481203,0.219987995198079,-0.122603089223781,0.05,0.05,-0.130552220888355,52.1027167845177,-52.1027167845177,-0.284813925570228,0.015006002400961,0.187510580561547
18,"H",0,59.4375,59.4375,0,4,-4,6,5,4,3,-1,9,6,2,-1,-1,-4,0.110576923076923,0.200483091787439,0.14935064935065,0.177083333333333,0.031421373346669,0.053053053053053,0.053053053053053,0.094551282051282,30.2839116719241,-30.2839116719241,0.080128205128205,0.133012820512821,0.183622136499916
31,"H",0,62.4625,62.4625,0,9,-6,2,-11,11,15,-2,10,13,-2,0,-5,-13,0.209494324045408,0.226851851851852,-0.013157894736842,0.233230134158926,-0.02482059140981,0.031959629941127,0.031959629941127,0.221878224974201,49.6297778667205,-49.6297778667205,0.302373581011352,-0.159958720330238,0.252020769501106
11,"H",0,66.2875,66.2875,0,0,-7,5,11,6,9,-9,-4,10,-5,5,5,-2,0.038992042440318,0.067049808429119,0.00931677018633503,0.086737400530504,-0.0568123320746191,-0.179745493107105,-0.179745493107105,0.120159151193634,16.5943805393173,-16.5943805393173,0.181167108753316,0.223076923076923,0.095246990405188
8,"H",0,67.525,67.525,0,4,-3,-1,-13,1,4,8,12,4,6,-3,-1,1,0.083694083694084,0.154121863799283,-0.109243697478992,0.079004329004329,0.0669594529685114,0.260805860805861,0.260805860805861,0.025974025974026,11.847463902258,-11.847463902258,0.075757575757575,-0.183982683982684,0.062851218470766
10,"H",0,75.325,75.325,0,0,6,-3,-7,13,24,13,-1,-2,-4,3,-2,-9,-0.039848197343453,-0.02037037037037,-0.035897435897436,-0.069022770398482,-0.066161293025311,0.173290937996821,0.173290937996821,0.178368121442125,13.2758048456692,-13.2758048456692,0.331593927893738,-0.141366223908918,-0.051307961145975
12,"H",0,66.9375,66.9375,0,4,0,3,5,1,5,1,3,11,-1,1,-3,-3,0.067796610169492,0.046666666666667,-0.233333333333333,0.0932203389830509,-0.015574330090459,0.042483660130719,0.042483660130719,0.016949152542373,17.9271708683475,-17.9271708683475,0.084745762711864,0.084745762711864,0.072990103413766
4,"A",0,65.8625,65.8625,0,1,-6,-7,-9,9,11,2,7,-7,3,1,1,-4,0.076066790352504,-0.185185185185185,0.00952380952380993,0.0168831168831159,0.039263877232946,0.1,0.1,0.201484230055659,6.073258682862,-6.073258682862,0.246753246753247,-0.123562152133581,0.0415004584951071
11,"A",0,66.125,66.125,0,4,-5,0,-8,3,4,1,10,7,6,1,0,-1,0.11060606060606,0.11965811965812,-0.00452488687782804,0.115909090909091,0.074535673826329,0.12037037037037,0.12037037037037,0.069696969696969,16.63516068053,-16.63516068053,0.092424242424242,-0.106060606060606,0.112078062033298
16,"A",0,64.3625,64.3625,0,5,2,9,6,-3,-7,2,4,4,2,-1,0,11,0.072751322751323,0.375,0.149122807017544,0.15244708994709,0.026064867319666,0.091954022988505,0.0919540229885051,-0.062169312169312,24.859195960381,-24.859195960381,-0.137566137566138,0.096560846560847,0.140733559333367
15,"H",0,62.65,62.65,0,1,-10,4,1,9,12,-3,6,5,-1,5,6,-4,0.087468982630273,0.160079051383399,0,0.136786600496278,-0.00251032926660003,-0.00241935483871003,-0.00241935483870992,0.191687344913151,23.9425379090182,-23.9425379090182,0.255583126550869,0.087468982630273,0.152235154570391
19,"H",0,69.3875,69.3875,0,11,1,-8,-14,5,11,-3,2,6,-7,9,-2,-6,0.184210526315789,-0.167272727272727,-0.238888888888889,0.112312030075188,-0.088967849521939,-0.060344827586207,-0.060344827586207,0.085213032581453,27.382453611961,-27.382453611961,0.19016290726817,-0.25344611528822,0.084618431187883
9,"H",0,63.95,63.95,0,-1,-18,1,-4,10,10,-13,5,4,-2,3,6,-6,0.1158357771261,0.136842105263158,0.152505446623094,0.143695014662757,0.00685971718821798,-0.212732919254658,-0.212732919254658,0.29325513196481,14.0734949179045,-14.0734949179045,0.339442815249267,0.034457478005865,0.174023212826305
4,"N",1,75.775,67.3555555555556,1,-3,0,-4,-11,14,14,4,1,3,-4,4,0,-7,-0.046875,-0.050420168067227,0.212121212121212,-0.078125,-0.047750111119055,0.062999112688553,0.062999112688553,0.21875,5.27878587924769,-5.27878587924769,0.21875,-0.171875,-0.010583158534556
2,"N",0,63.9875,63.9875,1,3,12,-2,0,-2,1,5,-6,12,-5,3,-2,-3,-0.014492753623188,-0.095238095238096,-0.236363636363636,-0.03813882532418,-0.0766364384414348,0.049230769230769,0.0492307692307691,-0.0472921434019834,3.1256104707951,-3.1256104707951,-0.016018306636156,-0.064073226544622,-0.054572007914441
4,"N",0,61.675,61.675,1,0,-8,-3,-5,7,10,2,7,-4,5,-2,1,-2,0.053846153846154,-0.059210526315789,-0.027777777777778,0.036538461538462,0.0687982439572752,0.088989441930619,0.0889894419306181,0.15,6.48561005269561,-6.48561005269561,0.212820512820513,-0.034615384615385,0.057007473292106
19,"N",0,66.7625,66.7625,1,6,-6,-1,-19,8,13,-4,7,3,-3,1,1,-8,0.143070044709389,0.175,-0.153846153846154,0.140238450074516,-0.033138918345705,-0.021075581395349,-0.021075581395349,0.166915052160954,28.4590900580413,-28.4590900580413,0.259612518628912,-0.282861400894188,0.139951798494165
6,"N",0,74.4,74.4,1,-2,-5,2,5,8,4,-7,2,1,-4,2,0,-3,0.00571286636860402,0.00431034482758602,0.202797202797203,0.0276949826130151,-0.0402217660819218,-0.136432926829268,-0.136432926829268,0.149776453055142,8.064516129033,-8.064516129033,0.092896174863388,0.11177347242921,0.064671074072142
3,"N",0,58.8125,58.8125,1,3,8,0,4,-3,1,14,8,-2,3,0,0,1,-0.0156198072449319,-0.084210526315789,-0.205882352941177,-0.0235958790295779,0.0280156005935838,0.386554621848739,0.386554621848739,-0.082751744765703,5.10095642933,-5.10095642933,-0.028248587570621,0.027916251246261,-0.050002928819047
10,"N",0,69.8125,69.8125,1,3,2,1,-4,3,3,9,9,6,2,-3,-1,-5,0.035649232370544,0.094736842105263,0.039473684210526,0.043065313557117,0.014931429405114,0.225,0.225,0.041373926619828,14.3240823634735,-14.3240823634735,0.039292219620089,-0.073380171740828,0.048624596861107
5,"N",0,67.925,67.925,1,3,2,-2,-7,1,-4,-1,2,-3,-1,-2,-4,-1,0.036781609195402,0.034615384615385,0.177142857142857,0.018103448275862,-0.010826097921245,0.00427350427350398,0.00427350427350393,0.006896551724138,7.361059992639,-7.361059992639,-0.081034482758621,-0.12816091954023,0.0350112262173881
11,"N",0,59.8625,59.8625,1,1,-6,2,-4,7,3,-8,-1,5,-3,0,8,-7,0.057407407407407,0.130952380952381,0.323529411764706,0.083333333333333,-0.029082894840179,-0.147619047619048,-0.147619047619048,0.142592592592592,18.3754437252032,-18.3754437252032,0.081481481481482,-0.022222222222223,0.120117625056687
9,"N",0,61.9875,61.9875,1,2,7,-1,-8,6,9,4,-3,-3,-7,3,-2,-3,-0.018947368421053,0.110389610389611,0,-0.036315789473684,-0.109133290951473,0.064176245210728,0.0641762452107281,0.095438596491228,14.5190562613434,-14.5190562613434,0.143157894736842,-0.194385964912281,-0.021315245435148
17,"N",0,59.3375,59.3375,1,2,-1,0,-4,13,11,1,5,0,-3,0,5,-4,0.044374563242488,0.070175438596491,0.227272727272728,0.045248078266946,-0.043837785855449,0.072916666666667,0.072916666666667,0.248078266946192,28.6496734779857,-28.6496734779857,0.211390635918938,-0.068832983927324,0.105293585620144
23,"N",0,57.4625,57.4625,1,10,-6,1,-13,2,1,0,16,4,4,1,-5,-3,0.222148541114059,0.237254901960785,0.113636363636364,0.238726790450929,0.0620847377051048,0.122605363984675,0.122605363984675,0.052387267904509,40.0261039808569,-40.0261039808569,0.041114058355438,-0.190318302387268,0.232625632781057
